3.854495,0.647330,0.404429,0.819721,0.696214,0.787356,0.903801,0.765828,0.761904,1.201919,0.903491,1.401505,1.092948,1.410895,1.385198,0.870452,1.207552,1.540704,1.360981,1.582270,1.818698,1.363026,1.156222,1.421337,1.850724,2.826345,2.038167,1.289264,1.163418,1.365637,1.760088,1.604305,1.365660,1.426311,1.207293,0.894778,1.391107,1.412588,1.092836,1.394872,0.908534,1.202538,0.763425,0.766054,0.903685,0.788501,0.695810,0.809170,0.406010,0.648611
0.670740,0.740558,0.906545,0.756030,0.817986,0.791948,0.727708,0.981037,0.361822,0.987351,0.585223,0.948846,0.953964,1.125338,1.216489,1.646227,1.496041,1.238824,1.526461,1.683376,1.357461,1.974013,1.762539,1.727069,1.791460,1.897422,1.482907,1.386453,1.714961,1.453699,1.731222,1.415544,1.560460,1.656068,1.560628,1.444941,1.781816,0.813328,1.076242,1.261003,1.095033,1.441036,0.881346,1.301696,0.841016,1.059083,0.305656,0.772661,0.690650,0.679113
0.594941,0.575797,0.700013,0.535450,0.956045,0.722926,0.942143,0.335569,0.393653,0.447961,0.473043,0.693177,1.090377,1.174519,1.032365,1.384730,1.589771,1.403489,1.376213,1.241630,1.829614,1.539092,1.497583,1.703304,2.128726,1.620778,1.764959,1.613316,1.419703,1.248631,1.686312,1.670458,1.456558,1.764438,1.274333,1.157247,1.458212,1.099041,1.354292,1.465865,1.048262,0.982128,0.947655,0.890554,1.005241,0.780090,0.744049,0.860274,0.869793,0.876553
0.755903,0.750266,0.455451,0.672974,0.694238,0.755884,0.470156,0.331335,0.977676,0.862192,1.298462,1.054251,0.432225,0.780993,1.207402,1.191903,1.614427,1.339925,1.673552,1.714733,1.704609,1.449018,1.640656,1.431742,1.592768,1.589528,1.583194,1.963254,1.570798,1.314448,1.596489,1.498128,1.124450,1.481901,1.297290,1.034172,1.256117,1.623466,1.247124,1.469797,1.228525,1.233070,1.069126,1.056530,1.027789,0.802651,0.752496,0.772453,0.755293,0.860835
0.516791,0.923886,0.935808,0.465177,0.711482,0.554500,0.378949,0.907887,1.081472,1.100992,1.086649,1.013887,0.928304,1.209055,1.254442,1.401992,1.557799,1.027895,1.714923,1.577803,1.500428,1.150876,1.672213,1.580340,1.668942,1.459446,1.672149,1.959628,1.931017,2.091850,1.474780,1.142648,1.513300,1.447370,1.710334,1.480986,1.509431,1.452790,1.399926,1.226333,1.227432,1.145445,1.174389,1.689595,1.173764,1.034289,1.121015,0.579064,1.090280,0.962671
0.840139,0.392502,0.695177,1.072424,0.511448,0.585156,0.329020,0.586241,0.416321,1.315324,1.134654,1.032863,1.274399,1.413855,1.208409,1.553844,1.294462,1.373523,1.342953,1.444695,1.388093,1.428417,1.521332,1.988331,1.759803,1.832472,1.479934,1.533169,2.184178,2.140513,1.957977,1.676767,1.363606,1.684476,1.361806,1.330721,1.413389,1.053057,1.379365,1.043430,1.041702,1.138648,1.099559,0.929605,0.829068,0.762324,1.364250,1.189862,0.968254,0.999458
0.795087,0.665219,0.733659,0.847596,0.391632,0.452794,0.587326,0.780628,1.267470,0.848939,1.359464,1.172479,1.303561,1.005123,1.459621,1.314700,1.577892,0.929745,1.285075,1.468919,1.449228,1.692742,1.719623,1.589498,2.077841,1.750040,1.913199,1.644881,1.778785,1.852380,1.832635,1.573161,1.362303,1.724749,1.266622,1.554938,1.567469,1.147131,1.450633,0.783399,1.451670,0.892729,1.341701,1.344080,1.303847,0.956918,1.194392,0.600480,1.092124,0.732641
0.936579,0.736293,0.735882,0.688916,0.566490,0.808167,0.663955,0.662574,0.897361,1.350171,1.507178,1.118002,1.572694,1.340580,1.218988,1.294225,1.337515,1.362143,1.575194,1.287106,1.656200,2.399958,2.102546,1.791296,1.969317,1.706146,2.261190,1.629178,1.418440,2.378151,1.648425,1.460997,1.450242,1.624554,1.648750,1.465718,2.145004,1.079564,1.841754,1.098905,1.217682,1.188110,1.098099,0.877336,1.207511,0.812644,1.094536,0.962915,1.043423,1.344128
1.021950,0.884128,1.318852,0.352914,0.873622,0.652068,0.532061,0.831798,1.079139,1.413043,1.227250,1.087837,1.501227,1.480910,1.390371,1.450556,1.906484,1.766474,1.568602,1.477925,1.814115,1.910868,2.063713,2.147487,1.555869,2.084031,1.956373,2.169537,1.670228,1.717569,1.849856,1.895707,2.285311,1.806985,1.373740,1.575157,1.487515,1.619690,1.762471,1.830994,1.211924,1.357669,0.896772,0.920187,1.643297,0.992681,0.847738,1.309906,1.124889,1.131034
1.119920,1.203081,1.351447,1.106667,1.084200,0.912677,0.905321,0.862219,0.793440,1.104065,0.687953,1.020649,1.362974,1.054236,1.261489,1.215964,1.235579,0.999231,1.550400,1.838331,1.649852,1.807965,2.244304,2.169801,2.018327,1.958355,2.115132,2.149200,1.960939,1.841726,1.694755,1.750048,1.532990,1.994582,1.503896,1.724808,1.327307,1.382371,1.521375,1.522849,1.711419,1.310813,1.327466,1.423686,1.183312,0.991651,1.156143,1.329778,1.517742,1.057961
1.198686,1.008930,0.980921,1.208206,0.865544,0.768202,0.594667,1.155533,0.983576,1.250606,1.400951,1.612375,1.594373,1.458170,1.960075,1.479298,2.152474,1.932562,1.783033,1.790846,1.385847,2.604153,2.097974,2.066160,2.015999,2.052102,2.136986,1.871021,1.902101,1.856963,1.964543,2.283696,1.867699,2.094093,1.527274,1.753712,1.409428,1.816680,1.580006,1.545368,1.781450,1.769140,1.568715,1.764498,1.062695,0.820113,1.183097,1.130864,1.391546,1.335206
1.501925,1.089533,1.269902,1.214077,1.036103,1.270703,1.236372,1.208634,0.937412,1.234791,1.619714,1.840616,1.257638,1.467077,1.661394,1.378515,1.810177,1.701918,2.126556,2.201756,1.570470,2.008819,2.232263,2.321008,1.988702,1.727737,2.557218,2.008183,2.289847,2.438959,2.171161,2.430160,1.869752,2.239290,1.560652,2.269671,1.565130,1.691772,1.794796,1.441835,1.567937,1.591209,1.597288,1.425805,0.902910,1.571743,1.247717,1.425218,1.157838,1.306708
