0.077509,0.211201,nan,nan,nan,nan,nan,nan,nan,0.213779
nan,0.875463,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,1.019590,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,0.588444
4.345136,nan,nan,1.030556,nan,nan,nan,0.953010,nan,nan
nan,0.588270,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,1.037673,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,0.879144
