0.077509,0.055182,0.122839,0.155381,0.171931,0.170937,0.190335,0.196902,0.205129,0.212766,0.193488,0.214672,0.259757,0.298479,0.503011,0.563120,0.345183,0.396841,0.462557,0.306113,0.466775,0.356713,0.330998,0.931897,0.286608,0.416316,0.598427,0.730076,0.887257,0.579721,1.000057,0.660125,1.074907,0.916708,0.674604,0.919593,0.861399,1.175903,0.919053,1.686522,0.999986,1.242937,1.348132,1.476996,1.229704,1.223073,1.411450,1.345657,1.063438,1.009186,3.064690,1.009795,1.063862,1.313732,1.408582,1.224625,1.231815,1.455363,1.349038,1.246409,0.997604,1.773762,0.924537,1.173680,0.862046,0.922513,0.672796,0.916685,1.074618,0.659844,1.000505,0.582150,0.886139,0.727888,0.597987,0.415783,0.284912,0.931328,0.330097,0.356745,0.465357,0.304708,0.462305,0.396675,0.344183,0.563116,0.504504,0.298888,0.261576,0.218496,0.198315,0.218723,0.209721,0.202123,0.194459,0.173967,0.173535,0.155983,0.123075,0.054963
0.067138,0.082421,0.062446,0.122312,0.155893,0.173464,0.191574,0.184591,0.197309,0.169803,0.205549,0.175231,0.177770,0.192223,0.166062,0.256211,0.450435,0.280334,0.261783,0.308008,0.509606,0.343076,0.455866,0.572703,0.499380,0.559476,0.470470,0.642406,0.605254,0.849241,0.944495,0.909353,0.862995,0.849111,0.903356,0.805907,0.863535,0.921055,1.066506,1.344636,1.234292,1.479114,0.969530,1.603229,1.356135,1.817268,1.238890,1.379981,1.320188,1.403123,1.200788,1.378681,1.249872,1.553010,1.339832,0.924991,1.234449,1.482814,1.237660,1.146343,1.257093,1.164250,1.362608,1.271160,0.760458,1.287362,0.845337,0.731321,0.554099,1.041271,0.828356,0.661542,0.711585,0.705511,0.633157,0.501453,0.369383,0.492207,0.453699,0.584165,0.370510,0.417910,0.503189,0.210953,0.344795,0.575038,0.293168,0.257249,0.213150,0.228281,0.207654,0.213684,0.200594,0.206338,0.202962,0.193812,0.178632,0.171306,0.152539,0.121883
0.120054,0.074499,0.083561,0.054810,0.122230,0.152306,0.164092,0.180722,0.209081,0.188552,0.185178,0.191776,0.195857,0.180446,0.349213,0.236620,0.208095,0.192986,0.422838,0.398321,0.424952,0.545993,0.434707,0.302319,0.492586,0.693279,0.167828,0.947687,0.615640,0.661966,0.832593,0.910962,0.725206,1.081889,0.779464,1.377375,1.133913,0.820726,0.939282,1.059356,0.572996,1.020530,1.537211,0.734883,1.150138,1.263804,1.034282,1.487769,1.350114,1.099221,1.294969,1.036751,1.192987,0.978320,1.296513,1.389919,0.568372,1.122891,0.885056,0.897215,1.297354,1.419761,1.228460,1.086453,1.463728,0.991921,1.155434,1.348873,1.311184,0.727139,1.143867,0.599556,0.743476,0.783700,0.859959,0.504308,0.479024,0.549471,0.318280,0.528071,0.600209,0.360461,0.448177,0.344678,0.356684,0.352722,0.257585,0.261805,0.263006,0.235249,0.230644,0.226405,0.210696,0.160796,0.205900,0.201797,0.184912,0.182045,0.168804,0.148912
0.142264,0.121281,0.063828,0.078625,0.090611,0.125328,0.150840,0.170203,0.162324,0.148467,0.224784,0.195188,0.220743,0.162240,0.190422,0.238490,0.308194,0.320679,0.274275,0.265321,0.338568,0.430972,0.241281,0.276300,0.345730,0.947453,0.389205,0.383892,0.526581,0.931134,0.724280,0.897075,0.983453,0.879035,0.814826,0.894173,1.003854,0.771332,1.279955,1.417235,0.936133,1.100629,1.130011,1.108609,1.671167,0.894408,1.536859,1.239839,1.101137,1.248938,0.895882,1.409567,1.476174,1.077175,0.884084,1.212051,1.348298,1.806826,0.908196,1.082211,1.191457,1.067548,1.425212,1.174143,1.248747,1.032606,0.973303,1.031613,0.891721,0.770953,1.037092,0.587929,0.864513,0.849484,0.506116,0.786466,0.358482,0.783593,0.845424,0.657087,0.727852,0.551506,0.408953,0.316157,0.254819,0.482893,0.341804,0.413707,0.444318,0.384230,0.177714,0.204435,0.215071,0.204725,0.209967,0.200677,0.196050,0.133530,0.180880,0.166968
0.161792,0.138256,0.129723,0.114704,0.114924,0.116875,0.129722,0.132663,0.143320,0.171079,0.165966,0.176849,0.209750,0.199508,0.253348,0.313659,0.366199,0.240260,0.350973,0.526518,0.527444,0.499541,0.303714,0.239480,0.404904,0.491262,0.774715,0.705420,0.708324,0.809819,0.604823,0.836561,0.675496,0.986165,0.863463,1.090292,1.114403,1.473373,1.382753,1.150012,1.075384,1.378273,0.987359,1.350855,1.582838,1.449706,1.492527,0.958379,1.562087,0.869555,1.251051,1.314948,1.342793,1.071454,1.381340,1.421995,1.289101,1.246780,0.842660,1.266984,0.737469,1.156334,1.091710,1.041113,0.810675,0.974697,0.768329,1.004158,1.235334,0.802557,0.924205,0.822802,0.790664,0.708570,0.828123,0.582151,0.566925,0.954693,0.469001,0.542653,0.616767,0.565207,0.731185,0.232537,0.444210,0.343193,0.520183,0.394844,0.283154,0.344666,0.232277,0.162589,0.196263,0.189702,0.204223,0.195339,0.193805,0.188607,0.177229,0.182890
0.190211,0.160936,0.135334,0.135261,0.104105,0.079556,0.093103,0.115010,0.159964,0.138194,0.075617,0.086202,0.133892,0.312209,0.199791,0.304340,0.380674,0.282812,0.375461,0.416673,0.458030,0.362402,0.416818,0.318212,0.424118,0.480939,0.698880,0.556183,0.820333,0.415818,1.053756,1.150310,0.709543,0.748652,1.525489,1.335302,0.935531,0.932293,1.009686,0.870276,1.376628,1.346745,1.041870,1.269643,1.203724,1.446220,1.261519,1.157774,1.069236,1.141031,1.445876,1.733251,1.407204,1.497282,1.183503,1.443164,1.414435,1.450677,1.239498,1.183124,1.644505,0.994234,0.532592,0.819174,1.013480,1.358723,1.152918,0.699492,1.038028,1.038748,0.914339,0.910841,0.713496,0.496068,0.973638,0.920085,0.247444,0.706018,0.507439,0.551782,0.541104,0.405119,0.506332,0.505604,0.352629,0.385872,0.230619,0.406364,0.383271,0.461190,0.227445,0.217206,0.202252,0.180635,0.195761,0.193076,0.169341,0.188986,0.174108,0.181094
0.181421,0.179052,0.158877,0.155768,0.140419,0.142796,0.144015,0.143157,0.140050,0.102918,0.168851,0.119885,0.112381,0.176784,0.210086,0.153502,0.117768,0.348146,0.277220,0.316827,0.513202,0.376894,0.471648,0.486484,0.440317,0.576784,0.461515,0.799465,0.536187,0.455503,0.579932,0.745103,0.784953,0.956496,1.240269,1.077757,0.861597,1.181523,0.940239,1.204294,1.333492,1.007011,1.144590,0.781849,0.886047,1.189362,0.807572,1.275599,1.349119,0.884581,1.085342,1.198065,1.008136,1.280917,1.443473,1.697116,0.761003,1.487526,1.273696,1.281525,1.334167,1.269594,1.201941,1.078753,0.968334,0.974868,1.154378,1.335871,0.875472,0.955940,1.009982,1.022426,0.495572,0.690896,0.810923,1.028322,0.714745,0.578908,0.890244,0.546609,0.386912,0.500445,0.583442,0.614199,0.528820,0.510984,0.585432,0.390958,0.335121,0.299862,0.224835,0.194830,0.186140,0.181072,0.188742,0.180000,0.151606,0.176186,0.177369,0.184738
0.185946,0.206598,0.180793,0.154206,0.164283,0.126748,0.110030,0.119228,0.135831,0.134316,0.146204,0.113437,0.205599,0.190585,0.191891,0.229932,0.298764,0.361064,0.212901,0.219440,0.300314,0.307923,0.348886,0.419211,0.314337,0.797189,0.776768,0.676218,0.621194,0.617660,0.339491,0.703394,1.025925,1.247445,1.314103,1.189895,1.265256,1.481800,0.830261,0.497327,1.477584,1.159431,1.147856,1.129441,1.253038,1.420692,1.074488,1.376206,1.396068,1.279861,1.259714,1.189900,1.532386,1.807521,1.318538,1.014515,1.646770,1.389433,1.595381,0.927260,1.392466,1.019547,1.487720,0.922714,1.248186,1.191600,0.619560,1.084448,0.970597,1.358750,1.105343,1.079612,1.013215,0.846682,0.578399,0.693281,0.490487,1.126639,0.495462,1.028894,0.733072,0.631389,0.807941,0.564859,0.383724,0.596050,0.445086,0.645673,0.437615,0.467481,0.234828,0.197931,0.217004,0.194242,0.186866,0.194576,0.186216,0.179327,0.198733,0.184307
0.184052,0.174282,0.201546,0.167067,0.166769,0.151338,0.148973,0.145502,0.142173,0.139095,0.134748,0.124751,0.199541,0.155089,0.251411,0.143332,0.224687,0.227404,0.213565,0.299320,0.171701,0.211922,0.118442,0.528742,0.834581,0.581590,0.657934,0.916995,0.835075,0.380319,0.465601,1.118998,1.226785,0.840628,1.293421,0.567769,0.723983,0.819379,1.104718,0.954923,1.534573,1.064756,1.251379,1.100799,0.646543,1.491797,1.399636,1.159528,1.153904,1.232061,1.371183,1.157115,1.413441,1.392738,1.285144,1.461935,1.108665,1.393883,1.450814,1.140341,1.384668,1.291813,1.130698,1.363598,0.762282,1.174332,1.549100,0.614236,1.126886,0.696670,0.945952,1.086560,1.394711,0.659432,0.369507,0.567199,0.924821,1.082102,0.557696,0.551643,0.572216,0.659695,0.490376,0.433370,0.484814,0.540616,0.891010,0.446818,0.352160,0.518608,0.496592,0.334121,0.211836,0.259275,0.221249,0.226303,0.210382,0.208988,0.193530,0.188203
0.188672,0.180075,0.260181,0.192891,0.169366,0.149672,0.144110,0.147133,0.140348,0.121837,0.139222,0.152210,0.143637,0.135787,0.185017,0.230522,0.180296,0.113213,0.182543,0.249061,0.316783,0.379736,0.311951,0.711814,0.431124,0.587160,0.968970,0.656316,0.954112,1.034335,0.530961,0.561212,1.342394,0.944797,0.878016,1.260066,1.186772,0.795163,1.326979,1.374331,1.124022,1.068401,1.224115,1.159247,1.011932,1.066879,0.677185,1.202854,1.200288,1.260628,1.422754,1.341638,1.657599,0.897665,1.259342,1.588129,1.291864,1.341725,1.231809,1.255839,1.377980,1.144089,1.141017,1.312411,0.983058,1.543263,0.913853,1.091133,0.912856,1.293980,0.516090,0.881890,1.014058,0.905576,0.777092,0.778649,0.566976,0.784185,0.629488,0.428458,0.505045,0.608410,0.654404,0.522623,0.661202,0.495711,0.657998,0.597730,0.362914,0.302048,0.486028,0.470830,0.235516,0.268581,0.227071,0.245312,0.206547,0.190682,0.200615,0.195438
